"","Df","Sum Sq","Mean Sq","F value","Pr(>F)"
"room_condition",1,0.00544444444444444,0.00544444444444444,0.00581420434932689,0.939392553124018
"Residuals",88,82.4035555555556,0.93640404040404,NA,NA
