"","Df","Sum Sq","Mean Sq","F value","Pr(>F)"
"room_condition",1,16.9411764705883,16.9411764705883,1.13399778516058,0.294893764069693
"Residuals",32,478.058823529412,14.9393382352941,NA,NA
