"subject","room_condition","target_distance","block","perc_dist_sd","perc_dist_sem","perc_dist_var","perc_dist_n","perc_dist","rel_bias_signed_sd","rel_bias_signed_sem","rel_bias_signed_var","rel_bias_signed_n","rel_bias_signed","rel_bias_unsigned_sd","rel_bias_unsigned_sem","rel_bias_unsigned_var","rel_bias_unsigned_n","rel_bias_unsigned","abs_bias_sd","abs_bias_sem","abs_bias_var","abs_bias_n","log_bias_sd","log_bias_sem","log_bias_var","log_bias_n","log_bias_m","log_bias_unsigned_sd","log_bias_unsigned_sem","log_bias_unsigned_var","log_bias_unsigned_n","log_bias_unsigned_m","experiment"
14,"No visual info",3.65,1,0.577350269189626,0.333333333333333,0.333333333333333,3,4.33333333333333,0.158178155942363,0.091324200913242,0.0250203290173266,3,0.187214611872146,0.158178155942363,0.091324200913242,0.0250203290173266,3,0.187214611872146,0.577350269189626,0.333333333333333,0.333333333333333,3,0.0559510220973715,0.0323033376693521,0.00313051687374056,3,0.0720704645408398,0.0559510220973715,0.0323033376693521,0.00313051687374056,3,0.0720704645408398,"2"
15,"No visual info",3.65,1,0.577350269189626,0.333333333333333,0.333333333333333,3,2.33333333333333,0.158178155942363,0.091324200913242,0.0250203290173266,3,-0.360730593607306,0.158178155942363,0.091324200913242,0.0250203290173266,3,0.360730593607306,0.577350269189626,0.333333333333333,0.333333333333333,3,0.101666335817738,0.0586970863518938,0.010336043838605,3,-0.2025657824406,0.101666335817738,0.0586970863518938,0.010336043838605,3,0.2025657824406,"2"
16,"No visual info",3.65,1,2.88675134594813,1.66666666666667,8.33333333333333,3,3.66666666666667,0.790890779711816,0.45662100456621,0.625508225433164,3,0.00456621004566212,0.268902865102017,0.155251141552511,0.0723087508600738,3,0.607305936073059,0.981495457622364,0.566666666666667,0.963333333333333,3,0.314117831863105,0.181356014783425,0.0986700122943779,3,-0.0799068540090683,0.0124374566099049,0.00718076892176287,0.000154690326923267,3,0.268443637714256,"2"
17,"No visual info",3.65,1,1.52752523165195,0.881917103688197,2.33333333333333,3,3.33333333333333,0.418500063466287,0.241621124298136,0.175142303121286,3,-0.0867579908675799,0.140591820258819,0.0811707252722885,0.019766059923688,3,0.333333333333333,0.513160143944688,0.296273147243853,0.263333333333333,3,0.199407977826054,0.115128249676431,0.0397635416206762,3,-0.0699191128832539,0.090537795974821,0.0522720208778983,0.00819709249997831,3,0.161037206136283,"2"
18,"No visual info",3.65,1,0.288675134594813,0.166666666666667,0.0833333333333333,3,0.666666666666667,0.0790890779711816,0.045662100456621,0.00625508225433164,3,-0.817351598173516,0.0790890779711816,0.045662100456621,0.00625508225433164,3,0.817351598173516,0.288675134594813,0.166666666666667,0.0833333333333333,3,0.173799749030751,0.100343331887994,0.0302063527631522,3,-0.762979528232462,0.173799749030751,0.100343331887994,0.0302063527631522,3,0.762979528232462,"2"
19,"No visual info",3.65,1,0.577350269189626,0.333333333333333,0.333333333333333,3,1.33333333333333,0.158178155942363,0.091324200913242,0.0250203290173266,3,-0.634703196347032,0.158178155942363,0.091324200913242,0.0250203290173266,3,0.634703196347032,0.577350269189626,0.333333333333333,0.333333333333333,3,0.173799749030751,0.100343331887994,0.0302063527631522,3,-0.461949532568481,0.173799749030751,0.100343331887994,0.0302063527631522,3,0.461949532568481,"2"
20,"No visual info",3.65,1,0.721687836487032,0.416666666666667,0.520833333333333,3,1.91666666666667,0.197722694927954,0.114155251141553,0.0390942640895728,3,-0.474885844748858,0.197722694927954,0.114155251141553,0.0390942640895728,3,0.474885844748858,0.721687836487032,0.416666666666667,0.520833333333333,3,0.151982513228968,0.0877471449248605,0.0230986843273934,3,-0.298454460475933,0.151982513228968,0.0877471449248605,0.0230986843273934,3,0.298454460475933,"2"
2,"No visual info",4.9,1,2.08166599946613,1.20185042515466,4.33333333333333,3,6.33333333333333,0.424829795809415,0.245275596970339,0.180480355407469,3,0.292517006802721,0.224798797848412,0.129787646451285,0.0505344995140913,3,0.414965986394558,1.10151410945722,0.635959467611297,1.21333333333333,3,0.159713085100001,0.0922103926755912,0.0255082695521602,3,0.0932199260828739,0.0624303087456286,0.0360441555598801,0.00389754345007451,3,0.151977318549908,"2"
3,"No visual info",4.9,1,0.404145188432738,0.233333333333333,0.163333333333333,3,1.56666666666667,0.0824786098842322,0.0476190476190476,0.00680272108843537,3,-0.680272108843537,0.0824786098842322,0.0476190476190476,0.00680272108843537,3,0.680272108843537,0.404145188432738,0.233333333333333,0.163333333333333,3,0.11121908276973,0.064212367376127,0.0123696843721401,3,-0.504761913106085,0.11121908276973,0.064212367376127,0.0123696843721401,3,0.504761913106085,"2"
4,"No visual info",4.9,1,1.04083299973307,0.600925212577332,1.08333333333333,3,2.83333333333333,0.212414897904707,0.12263779848517,0.0451200888518673,3,-0.421768707482993,0.212414897904707,0.12263779848517,0.0451200888518673,3,0.421768707482993,1.04083299973307,0.600925212577332,1.08333333333333,3,0.153663906101451,0.0887178975524021,0.0236125960383555,3,-0.256519414807187,0.153663906101451,0.0887178975524021,0.0236125960383555,3,0.256519414807187,"2"
5,"No visual info",4.9,1,0.577350269189626,0.333333333333333,0.333333333333333,3,3.33333333333333,0.117826585548903,0.0680272108843537,0.013883104262113,3,-0.319727891156463,0.117826585548903,0.0680272108843537,0.013883104262113,3,0.319727891156463,0.577350269189626,0.333333333333333,0.333333333333333,3,0.0721334132130137,0.0416462455361,0.00520322930175939,3,-0.171428579772751,0.0721334132130137,0.0416462455361,0.00520322930175939,3,0.171428579772751,"2"
6,"No visual info",4.9,1,0.577350269189626,0.333333333333333,0.333333333333333,3,1.66666666666667,0.117826585548903,0.0680272108843537,0.013883104262113,3,-0.659863945578231,0.117826585548903,0.0680272108843537,0.013883104262113,3,0.659863945578231,0.577350269189626,0.333333333333333,0.333333333333333,3,0.173799749030751,0.100343331887994,0.0302063527631522,3,-0.489509416252526,0.173799749030751,0.100343331887994,0.0302063527631522,3,0.489509416252526,"2"
7,"No visual info",4.9,1,0,0,0,3,2,0,0,0,3,-0.591836734693878,0,0,0,3,0.591836734693878,0,0,0,3,0,0,0,3,-0.389166084364533,0,0,0,3,0.389166084364533,"2"
8,"No visual info",4.9,1,2,1.15470053837925,4,3,5,0.408163265306122,0.235653171097806,0.166597251145356,3,0.0204081632653061,0.224798797848412,0.129787646451285,0.0505344995140914,3,0.27891156462585,1.10151410945722,0.635959467611297,1.21333333333333,3,0.18528230039288,0.106972786007903,0.0343295308388775,3,-0.0164663136718677,0.105258683902282,0.0607711294855281,0.0110793905368405,3,0.125583569867367,"2"
9,"No visual info",4.9,1,0.288675134594813,0.166666666666667,0.0833333333333333,3,2.33333333333333,0.0589132927744516,0.0340136054421769,0.00347077606552825,3,-0.523809523809524,0.0589132927744516,0.0340136054421769,0.00347077606552825,3,0.523809523809524,0.288675134594813,0.166666666666667,0.0833333333333333,3,0.0559510220973716,0.0323033376693522,0.00313051687374056,3,-0.324559409025828,0.0559510220973716,0.0323033376693522,0.00313051687374056,3,0.324559409025828,"2"
10,"No visual info",4.9,1,0.577350269189626,0.333333333333333,0.333333333333333,3,7.33333333333333,0.117826585548903,0.0680272108843537,0.013883104262113,3,0.496598639455782,0.117826585548903,0.0680272108843537,0.013883104262113,3,0.496598639455782,0.577350269189626,0.333333333333333,0.333333333333333,3,0.033481666198398,0.0193306489925623,0.00112102197142095,3,0.174232608978305,0.033481666198398,0.0193306489925623,0.00112102197142095,3,0.174232608978305,"2"
12,"No visual info",4.9,1,0.173205080756888,0.1,0.03,3,0.9,0.0353479756646709,0.0204081632653061,0.00124947938359017,3,-0.816326530612245,0.0353479756646709,0.0204081632653061,0.00124947938359017,3,0.816326530612245,0.173205080756888,0.0999999999999999,0.03,3,0.0894326882957694,0.0516339866619144,0.00799820573580825,3,-0.741830066690428,0.0894326882957694,0.0516339866619144,0.00799820573580825,3,0.741830066690428,"2"
13,"No visual info",4.9,1,0.208166599946613,0.120185042515466,0.0433333333333334,3,1.43333333333333,0.0424829795809415,0.0245275596970339,0.00180480355407469,3,-0.707482993197279,0.0424829795809415,0.0245275596970339,0.00180480355407469,3,0.707482993197279,0.208166599946613,0.120185042515466,0.0433333333333333,3,0.0655576691078914,0.0378497379068855,0.00429780797885978,3,-0.537065250775437,0.0655576691078914,0.0378497379068855,0.00429780797885978,3,0.537065250775437,"2"
14,"No visual info",4.9,1,1,0.577350269189626,1,3,5,0.204081632653061,0.117826585548903,0.041649312786339,3,0.020408163265306,0.107989849431208,0.062347968638855,0.0116618075801749,3,0.142857142857143,0.529150262212918,0.305505046330389,0.28,3,0.088194247604073,0.050918972595188,0.00777822531044853,3,0.00286433532069457,0.045767629743905,0.0264239533528147,0.00209467593237518,3,0.0616217277877288,"2"
15,"No visual info",4.9,1,0.577350269189626,0.333333333333333,0.333333333333333,3,2.33333333333333,0.117826585548903,0.0680272108843537,0.013883104262113,3,-0.523809523809524,0.117826585548903,0.0680272108843537,0.013883104262113,3,0.523809523809524,0.577350269189626,0.333333333333333,0.333333333333333,3,0.101666335817738,0.0586970863518938,0.010336043838605,3,-0.330468998012639,0.101666335817738,0.0586970863518938,0.010336043838605,3,0.330468998012639,"2"
16,"No visual info",4.9,1,1.15470053837925,0.666666666666667,1.33333333333333,3,1.66666666666667,0.235653171097806,0.136054421768707,0.055532417048452,3,-0.659863945578231,0.235653171097806,0.136054421768707,0.055532417048452,3,0.659863945578231,1.15470053837925,0.666666666666667,1.33333333333333,3,0.275466084848489,0.159040418239887,0.075881563901755,3,-0.531155661788626,0.275466084848489,0.159040418239887,0.075881563901755,3,0.531155661788626,"2"
17,"No visual info",4.9,1,1.15470053837925,0.666666666666667,1.33333333333333,3,4.33333333333333,0.235653171097806,0.136054421768707,0.055532417048452,3,-0.115646258503401,0.212087853988026,0.122448979591837,0.0449812578092462,3,0.142857142857143,1.03923048454133,0.6,1.08,3,0.128084435310385,0.0739495832054521,0.0164056225687803,3,-0.065175658897947,0.11795318018881,0.0681003003337821,0.0139129527166539,3,0.0768742246412872,"2"
18,"No visual info",4.9,1,0.115470053837925,0.0666666666666667,0.0133333333333333,3,0.633333333333333,0.0235653171097807,0.0136054421768708,0.000555324170484522,3,-0.870748299319728,0.0235653171097807,0.0136054421768708,0.000555324170484522,3,0.870748299319728,0.115470053837925,0.0666666666666667,0.0133333333333334,3,0.084367060734982,0.0487093452260794,0.00711780093706014,3,-0.893807385240336,0.084367060734982,0.0487093452260794,0.00711780093706014,3,0.893807385240336,"2"
19,"No visual info",4.9,1,0.577350269189626,0.333333333333333,0.333333333333333,3,1.33333333333333,0.117826585548903,0.0680272108843537,0.013883104262113,3,-0.727891156462585,0.117826585548903,0.0680272108843537,0.013883104262113,3,0.727891156462585,0.577350269189626,0.333333333333333,0.333333333333333,3,0.173799749030751,0.100343331887994,0.0302063527631522,3,-0.58985274814052,0.173799749030751,0.100343331887994,0.0302063527631522,3,0.58985274814052,"2"
20,"No visual info",4.9,1,0.5,0.288675134594813,0.25,3,2.5,0.102040816326531,0.0589132927744516,0.0104123281965848,3,-0.489795918367347,0.102040816326531,0.0589132927744516,0.0104123281965848,3,0.489795918367347,0.5,0.288675134594813,0.25,3,0.088194247604073,0.0509189725951881,0.00777822531044853,3,-0.298165660343287,0.088194247604073,0.0509189725951881,0.00777822531044853,3,0.298165660343287,"2"
2,"No visual info",6.65,1,2,1.15470053837925,4,3,10,0.300751879699248,0.173639178703647,0.090451693142631,3,0.503759398496241,0.300751879699248,0.173639178703647,0.090451693142631,3,0.503759398496241,2,1.15470053837925,4,3,0.088194247604073,0.050918972595188,0.00777822531044853,3,0.171268765710085,0.088194247604073,0.050918972595188,0.00777822531044853,3,0.171268765710085,"2"
3,"No visual info",6.65,1,0.288675134594813,0.166666666666667,0.0833333333333333,3,2.33333333333333,0.0434097946759117,0.025062656641604,0.00188441027380481,3,-0.649122807017544,0.0434097946759117,0.025062656641604,0.00188441027380481,3,0.649122807017544,0.288675134594813,0.166666666666667,0.0833333333333333,3,0.0559510220973715,0.0323033376693521,0.00313051687374055,3,-0.457184974300419,0.0559510220973715,0.0323033376693521,0.00313051687374055,3,0.457184974300419,"2"
4,"No visual info",6.65,1,1.04083299973307,0.600925212577332,1.08333333333333,3,3.66666666666667,0.156516240561363,0.0903646936206514,0.0244973335594626,3,-0.448621553884712,0.156516240561363,0.0903646936206514,0.0244973335594626,3,0.448621553884712,1.04083299973307,0.600925212577332,1.08333333333333,3,0.135058999289139,0.077976349596066,0.0182409332889837,3,-0.27175080737799,0.135058999289139,0.077976349596066,0.0182409332889837,3,0.27175080737799,"2"
5,"No visual info",6.65,1,0.763762615825973,0.440958551844098,0.583333333333333,3,3.83333333333333,0.114851521176838,0.0663095566682855,0.0131908719166337,3,-0.423558897243108,0.114851521176838,0.0663095566682855,0.0131908719166337,3,0.423558897243108,0.763762615825973,0.440958551844098,0.583333333333333,3,0.0905855028631541,0.0522995644627197,0.00820573332897051,3,-0.245357058695448,0.0905855028631541,0.0522995644627197,0.00820573332897051,3,0.245357058695448,"2"
6,"No visual info",6.65,1,0.288675134594813,0.166666666666667,0.0833333333333333,3,1.83333333333333,0.0434097946759117,0.025062656641604,0.00188441027380481,3,-0.724310776942356,0.0434097946759117,0.025062656641604,0.00188441027380481,3,0.724310776942356,0.288675134594813,0.166666666666667,0.0833333333333333,3,0.0721334132130138,0.0416462455361,0.00520322930175939,3,-0.563437895175223,0.0721334132130138,0.0416462455361,0.00520322930175939,3,0.563437895175223,"2"
7,"No visual info",6.65,1,0.577350269189626,0.333333333333333,0.333333333333333,3,1.66666666666667,0.0868195893518234,0.050125313283208,0.00753764109521925,3,-0.74937343358396,0.0868195893518234,0.050125313283208,0.00753764109521925,3,0.74937343358396,0.577350269189626,0.333333333333333,0.333333333333333,3,0.173799749030751,0.100343331887994,0.0302063527631522,3,-0.622134981527117,0.173799749030751,0.100343331887994,0.0302063527631522,3,0.622134981527117,"2"
8,"No visual info",6.65,1,3.05505046330389,1.76383420737639,9.33333333333333,3,7.33333333333333,0.459406084707352,0.265238226673142,0.211053950666139,3,0.102756892230576,0.152614910753266,0.0881122598057491,0.0232913109842275,3,0.368421052631579,1.01488915650922,0.585946527708232,1.03,3,0.207511790593763,0.119806988159331,0.0430611432354299,3,0.0122283474701974,0.0719136350010386,0.0415193565262541,0.0051715708990626,3,0.159402783453626,"2"
9,"No visual info",6.65,1,0.5,0.288675134594813,0.25,3,3,0.075187969924812,0.0434097946759117,0.00565323082141444,3,-0.548872180451128,0.075187969924812,0.0434097946759117,0.00565323082141444,3,0.548872180451128,0.5,0.288675134594813,0.25,3,0.0731493280655862,0.0422327842497064,0.00535082419644675,3,-0.349778542722446,0.0731493280655862,0.0422327842497064,0.00535082419644675,3,0.349778542722446,"2"
10,"No visual info",6.65,1,0.577350269189626,0.333333333333333,0.333333333333333,3,9.33333333333333,0.0868195893518234,0.050125313283208,0.00753764109521925,3,0.403508771929824,0.0868195893518234,0.050125313283208,0.00753764109521925,3,0.403508771929824,0.577350269189626,0.333333333333333,0.333333333333333,3,0.0264180994926475,0.0152524968535584,0.000697915980803424,3,0.146673360989779,0.0264180994926475,0.0152524968535584,0.000697915980803424,3,0.146673360989779,"2"
11,"No visual info",6.65,1,1.04083299973307,0.600925212577332,1.08333333333333,3,1.83333333333333,0.156516240561363,0.0903646936206514,0.0244973335594626,3,-0.724310776942356,0.156516240561363,0.0903646936206514,0.0244973335594626,3,0.724310776942356,1.04083299973307,0.600925212577332,1.08333333333333,3,0.24127159022926,0.139298217566673,0.0582119802517561,3,-0.605084140711323,0.24127159022926,0.139298217566673,0.0582119802517561,3,0.605084140711323,"2"
12,"No visual info",6.65,1,1.04083299973307,0.600925212577332,1.08333333333333,3,1.83333333333333,0.156516240561363,0.0903646936206514,0.0244973335594626,3,-0.724310776942356,0.156516240561363,0.0903646936206514,0.0244973335594626,3,0.724310776942356,1.04083299973307,0.600925212577332,1.08333333333333,3,0.24127159022926,0.139298217566673,0.0582119802517561,3,-0.605084140711323,0.24127159022926,0.139298217566673,0.0582119802517561,3,0.605084140711323,"2"
13,"No visual info",6.65,1,0.208166599946613,0.120185042515466,0.0433333333333334,3,1.56666666666667,0.0313032481122727,0.0180729387241303,0.000979893342378503,3,-0.764411027568922,0.0313032481122727,0.0180729387241303,0.000979893342378503,3,0.764411027568922,0.208166599946613,0.120185042515466,0.0433333333333332,3,0.0563914587015041,0.0325576238613091,0.00317999661448345,3,-0.630324378690696,0.0563914587015041,0.0325576238613091,0.00317999661448345,3,0.630324378690696,"2"
14,"No visual info",6.65,1,1.52752523165195,0.881917103688197,2.33333333333333,3,5.66666666666667,0.229703042353676,0.132619113336571,0.0527634876665347,3,-0.147869674185464,0.18802004344372,0.108553422695277,0.0353515367365783,3,0.182957393483709,1.25033328890074,0.721880260923591,1.56333333333333,3,0.125537177273575,0.0724789230922044,0.015759582877817,3,-0.081051884727817,0.108709107948873,0.0627632327376458,0.0118176701510397,3,0.0959028145352518,"2"
15,"No visual info",6.65,1,0.404145188432738,0.233333333333333,0.163333333333333,3,4.56666666666667,0.0607737125462764,0.0350877192982456,0.00369344413665743,3,-0.31328320802005,0.0607737125462764,0.0350877192982456,0.00369344413665743,3,0.31328320802005,0.404145188432738,0.233333333333333,0.163333333333333,3,0.0381339070838433,0.0220166215201091,0.0014541948694792,3,-0.164344375800017,0.0381339070838433,0.0220166215201091,0.0014541948694792,3,0.164344375800017,"2"
16,"No visual info",6.65,1,8.08290376865476,4.66666666666667,65.3333333333333,3,10.3333333333333,1.21547425092553,0.701754385964912,1.47737765466297,3,0.553884711779449,0.234412891249923,0.135338345864662,0.0549494035841483,3,1.1203007518797,1.55884572681199,0.9,2.43,3,0.679016605007363,0.392030419685227,0.461063549875726,3,-0.0387608059326504,0.271095991814233,0.156517343850176,0.0734930367777427,3,0.509786957602753,"2"
17,"No visual info",6.65,1,1.15470053837925,0.666666666666667,1.33333333333333,3,4.33333333333333,0.173639178703647,0.100250626566416,0.030150564380877,3,-0.348370927318296,0.173639178703647,0.100250626566416,0.030150564380877,3,0.348370927318296,1.15470053837925,0.666666666666667,1.33333333333333,3,0.128084435310385,0.0739495832054521,0.0164056225687803,3,-0.197801224172538,0.128084435310385,0.0739495832054521,0.0164056225687803,3,0.197801224172538,"2"
18,"No visual info",6.65,1,0.288675134594813,0.166666666666667,0.0833333333333333,3,0.666666666666667,0.0434097946759117,0.025062656641604,0.00188441027380481,3,-0.899749373433584,0.0434097946759117,0.025062656641604,0.00188441027380481,3,0.899749373433584,0.288675134594813,0.166666666666667,0.0833333333333333,3,0.173799749030751,0.100343331887994,0.0302063527631522,3,-1.02350830907909,0.173799749030751,0.100343331887994,0.0302063527631522,3,1.02350830907909,"2"
19,"No visual info",6.65,1,0.288675134594813,0.166666666666667,0.0833333333333333,3,2.16666666666667,0.0434097946759117,0.025062656641604,0.00188441027380481,3,-0.674185463659148,0.0434097946759117,0.025062656641604,0.00188441027380481,3,0.674185463659148,0.288675134594813,0.166666666666667,0.0833333333333333,3,0.0559510220973715,0.0323033376693521,0.00313051687374055,3,-0.489488311969771,0.0559510220973715,0.0323033376693521,0.00313051687374055,3,0.489488311969771,"2"
20,"No visual info",6.65,1,0.763762615825973,0.440958551844098,0.583333333333333,3,3.33333333333333,0.114851521176838,0.0663095566682855,0.0131908719166337,3,-0.49874686716792,0.114851521176838,0.0663095566682855,0.0131908719166337,3,0.49874686716792,0.763762615825973,0.440958551844098,0.583333333333333,3,0.105183519023418,0.0607277330224825,0.0110635726741497,3,-0.308132297186346,0.105183519023418,0.0607277330224825,0.0110635726741497,3,0.308132297186346,"2"
2,"No visual info",9,1,1,0.577350269189626,1,3,10,0.111111111111111,0.0641500299099584,0.0123456790123457,3,0.111111111111111,0.111111111111111,0.0641500299099584,0.0123456790123457,3,0.111111111111111,1,0.577350269189626,1,3,0.0435933011957369,0.0251686041802231,0.00190037590914223,3,0.0443025554265251,0.0435933011957369,0.0251686041802231,0.00190037590914223,3,0.0443025554265251,"2"
3,"No visual info",9,1,0.288675134594813,0.166666666666667,0.0833333333333333,3,2.33333333333333,0.0320750149549792,0.0185185185185185,0.00102880658436214,3,-0.740740740740741,0.0320750149549792,0.0185185185185185,0.00102880658436214,3,0.740740740740741,0.288675134594813,0.166666666666667,0.0833333333333333,3,0.0559510220973715,0.0323033376693522,0.00313051687374056,3,-0.588605838436639,0.0559510220973715,0.0323033376693522,0.00313051687374056,3,0.588605838436639,"2"
4,"No visual info",9,1,0.763762615825973,0.440958551844098,0.583333333333333,3,3.16666666666667,0.0848625128695526,0.0489953946493443,0.00720164609053498,3,-0.648148148148148,0.0848625128695526,0.0489953946493443,0.00720164609053498,3,0.648148148148148,0.763762615825973,0.440958551844098,0.583333333333333,3,0.102911227886293,0.0594158251227864,0.0105907208250646,3,-0.461868757866104,0.102911227886293,0.0594158251227864,0.0105907208250646,3,0.461868757866104,"2"
5,"No visual info",9,1,0.288675134594813,0.166666666666667,0.0833333333333333,3,4.16666666666667,0.0320750149549792,0.0185185185185185,0.00102880658436214,3,-0.537037037037037,0.0320750149549792,0.0185185185185185,0.00102880658436214,3,0.537037037037037,0.288675134594813,0.166666666666667,0.0833333333333333,3,0.029532922604724,0.0170508408157938,0.000872193517576617,3,-0.335131677295569,0.029532922604724,0.0170508408157938,0.000872193517576617,3,0.335131677295569,"2"
6,"No visual info",9,1,0.577350269189626,0.333333333333333,0.333333333333333,3,3.16666666666667,0.0641500299099584,0.037037037037037,0.00411522633744855,3,-0.648148148148148,0.0641500299099584,0.037037037037037,0.00411522633744855,3,0.648148148148148,0.577350269189626,0.333333333333333,0.333333333333333,3,0.084367060734982,0.0487093452260793,0.00711780093706013,3,-0.458883810315129,0.084367060734982,0.0487093452260793,0.00711780093706013,3,0.458883810315129,"2"
7,"No visual info",9,1,0,0,0,3,2,0,0,0,3,-0.777777777777778,0,0,0,3,0.777777777777778,0,0,0,3,0,0,0,3,-0.653212513775344,0,0,0,3,0.653212513775344,"2"
8,"No visual info",9,1,1.52752523165195,0.881917103688197,2.33333333333333,3,7.66666666666667,0.169725025739105,0.0979907892986885,0.0288065843621399,3,-0.148148148148148,0.169725025739105,0.0979907892986885,0.0288065843621399,3,0.148148148148148,1.52752523165195,0.881917103688197,2.33333333333333,3,0.0905855028631541,0.0522995644627197,0.00820573332897051,3,-0.0757479271676875,0.0905855028631541,0.0522995644627197,0.00820573332897051,3,0.0757479271676875,"2"
9,"No visual info",9,1,0.642910050732864,0.371184290855335,0.413333333333333,3,2.73333333333333,0.0714344500814293,0.0412426989839261,0.00510288065843622,3,-0.696296296296296,0.0714344500814293,0.0412426989839261,0.00510288065843622,3,0.696296296296296,0.642910050732864,0.371184290855335,0.413333333333333,3,0.110648624168227,0.0638830129489874,0.0122431180303215,3,-0.526475433204808,0.110648624168227,0.0638830129489874,0.0122431180303215,3,0.526475433204808,"2"
10,"No visual info",9,1,0,0,0,3,10,0,0,0,3,0.111111111111111,0,0,0,3,0.111111111111111,0,0,0,3,0,0,0,3,0.0457574905606751,0,0,0,3,0.0457574905606751,"2"
11,"No visual info",9,1,0.5,0.288675134594813,0.25,3,2,0.0555555555555556,0.0320750149549792,0.00308641975308642,3,-0.777777777777778,0.0555555555555556,0.0320750149549792,0.00308641975308642,3,0.777777777777778,0.5,0.288675134594813,0.25,3,0.11121908276973,0.064212367376127,0.0123696843721401,3,-0.662555421642092,0.11121908276973,0.064212367376127,0.0123696843721401,3,0.662555421642092,"2"
12,"No visual info",9,1,0.577350269189626,0.333333333333333,0.333333333333333,3,2.66666666666667,0.0641500299099585,0.0370370370370371,0.00411522633744856,3,-0.703703703703704,0.0641500299099585,0.0370370370370371,0.00411522633744856,3,0.703703703703704,0.577350269189626,0.333333333333333,0.333333333333333,3,0.101666335817738,0.0586970863518938,0.010336043838605,3,-0.535818341071556,0.101666335817738,0.0586970863518938,0.010336043838605,3,0.535818341071556,"2"
13,"No visual info",9,1,0.115470053837925,0.0666666666666667,0.0133333333333334,3,2.06666666666667,0.0128300059819917,0.00740740740740742,0.000164609053497943,3,-0.77037037037037,0.0128300059819917,0.00740740740740742,0.000164609053497943,3,0.77037037037037,0.115470053837925,0.0666666666666667,0.0133333333333334,3,0.0238980779185827,0.0137975617194084,0.000571118128202651,3,-0.639414952055935,0.0238980779185827,0.0137975617194084,0.000571118128202651,3,0.639414952055935,"2"
14,"No visual info",9,1,1,0.577350269189626,1,3,7,0.111111111111111,0.0641500299099584,0.0123456790123457,3,-0.222222222222222,0.111111111111111,0.0641500299099584,0.0123456790123457,3,0.222222222222222,1,0.577350269189626,1,3,0.0625228311117714,0.0360975733728787,0.00390910441023109,3,-0.112129416976044,0.0625228311117714,0.0360975733728787,0.00390910441023109,3,0.112129416976044,"2"
15,"No visual info",9,1,0.866025403784439,0.5,0.75,3,4.5,0.0962250448649377,0.0555555555555556,0.00925925925925927,3,-0.5,0.0962250448649377,0.0555555555555556,0.00925925925925927,3,0.5,0.866025403784439,0.5,0.75,3,0.0894326882957695,0.0516339866619144,0.00799820573580826,3,-0.30690649176522,0.0894326882957695,0.0516339866619144,0.00799820573580826,3,0.30690649176522,"2"
16,"No visual info",9,1,7.63762615825973,4.40958551844098,58.3333333333333,3,18.3333333333333,0.848625128695526,0.489953946493443,0.720164609053498,3,1.03703703703704,0.848625128695526,0.489953946493443,0.720164609053498,3,1.03703703703704,7.63762615825973,4.40958551844098,58.3333333333333,3,0.207511790593763,0.119806988159331,0.0430611432354299,3,0.278747492006015,0.207511790593763,0.119806988159331,0.0430611432354299,3,0.278747492006015,"2"
17,"No visual info",9,1,1.15470053837925,0.666666666666667,1.33333333333333,3,5.66666666666667,0.128300059819917,0.0740740740740741,0.0164609053497942,3,-0.37037037037037,0.128300059819917,0.0740740740740741,0.0164609053497942,3,0.37037037037037,1.15470053837925,0.666666666666667,1.33333333333333,3,0.084367060734982,0.0487093452260794,0.00711780093706014,3,-0.206563159877227,0.084367060734982,0.0487093452260794,0.00711780093706014,3,0.206563159877227,"2"
18,"No visual info",9,1,0.288675134594813,0.166666666666667,0.0833333333333333,3,1.33333333333333,0.0320750149549792,0.0185185185185185,0.00102880658436214,3,-0.851851851851852,0.0320750149549792,0.0185185185185185,0.00102880658436214,3,0.851851851851852,0.288675134594813,0.166666666666667,0.0833333333333333,3,0.101666335817738,0.0586970863518938,0.010336043838605,3,-0.836848336735537,0.101666335817738,0.0586970863518938,0.010336043838605,3,0.836848336735537,"2"
19,"No visual info",9,1,0.577350269189626,0.333333333333333,0.333333333333333,3,3.33333333333333,0.0641500299099584,0.037037037037037,0.00411522633744855,3,-0.62962962962963,0.0641500299099584,0.037037037037037,0.00411522633744855,3,0.62962962962963,0.577350269189626,0.333333333333333,0.333333333333333,3,0.0721334132130137,0.0416462455361,0.00520322930175938,3,-0.435475009183562,0.0721334132130137,0.0416462455361,0.00520322930175938,3,0.435475009183562,"2"
20,"No visual info",9,1,0,0,0,3,3.5,0,0,0,3,-0.611111111111111,0,0,0,3,0.611111111111111,0,0,0,3,0,0,0,3,-0.410174465089049,0,0,0,3,0.410174465089049,"2"
1,"Visual info",2,2,1.15470053837925,0.666666666666667,1.33333333333333,3,4.33333333333333,0.577350269189626,0.333333333333333,0.333333333333333,3,1.16666666666667,0.577350269189626,0.333333333333333,0.333333333333333,3,1.16666666666667,1.15470053837925,0.666666666666667,1.33333333333333,3,0.128084435310385,0.0739495832054521,0.0164056225687803,3,0.323990425466585,0.128084435310385,0.0739495832054521,0.0164056225687803,3,0.323990425466585,"2"
