"subject","room_condition","target_distance","block","perc_dist_sd","perc_dist_sem","perc_dist_var","perc_dist_n","perc_dist","rel_bias_signed_sd","rel_bias_signed_sem","rel_bias_signed_var","rel_bias_signed_n","rel_bias_signed","rel_bias_unsigned_sd","rel_bias_unsigned_sem","rel_bias_unsigned_var","rel_bias_unsigned_n","rel_bias_unsigned","abs_bias_sd","abs_bias_sem","abs_bias_var","abs_bias_n","log_bias_sd","log_bias_sem","log_bias_var","log_bias_n","log_bias_m","log_bias_unsigned_sd","log_bias_unsigned_sem","log_bias_unsigned_var","log_bias_unsigned_n","log_bias_unsigned_m","experiment"
16,"Congruent VE",9,1,0.866025403784439,0.5,0.75,3,3.5,0.0962250448649376,0.0555555555555555,0.00925925925925926,3,-0.611111111111111,0.0962250448649376,0.0555555555555555,0.00925925925925926,3,0.611111111111111,0.866025403784439,0.5,0.75,3,0.11784872693338,0.0680399942186416,0.0138883224398183,3,-0.420222512330004,0.11784872693338,0.0680399942186416,0.0138883224398183,3,0.420222512330004,"1"
18,"Congruent VE",9,1,1.15470053837925,0.666666666666667,1.33333333333333,3,2.66666666666667,0.128300059819917,0.0740740740740741,0.0164609053497942,3,-0.703703703703704,0.128300059819917,0.0740740740740741,0.0164609053497942,3,0.703703703703704,1.15470053837925,0.666666666666667,1.33333333333333,3,0.173799749030751,0.100343331887994,0.0302063527631522,3,-0.55286918188735,0.173799749030751,0.100343331887994,0.0302063527631522,3,0.55286918188735,"1"
20,"Congruent VE",9,1,0.55075705472861,0.317979733805649,0.303333333333333,3,0.966666666666667,0.0611952283031789,0.0353310815339609,0.00374485596707818,3,-0.892592592592593,0.0611952283031789,0.0353310815339609,0.00374485596707818,3,0.892592592592593,0.55075705472861,0.317979733805648,0.303333333333333,3,0.294073765787545,0.169783567839046,0.0864793797244681,3,-1.02819209264478,0.294073765787545,0.169783567839046,0.0864793797244681,3,1.02819209264478,"1"
22,"Congruent VE",9,1,1.52752523165195,0.881917103688197,2.33333333333333,3,10.6666666666667,0.169725025739105,0.0979907892986885,0.0288065843621399,3,0.185185185185185,0.169725025739105,0.0979907892986885,0.0288065843621399,3,0.185185185185185,1.52752523165195,0.881917103688197,2.33333333333333,3,0.0640739369364346,0.0369931047382896,0.0041054693945342,3,0.0706963041090667,0.0640739369364346,0.0369931047382896,0.0041054693945342,3,0.0706963041090667,"1"
24,"Congruent VE",9,1,0.577350269189626,0.333333333333333,0.333333333333333,3,2.33333333333333,0.0641500299099585,0.0370370370370371,0.00411522633744856,3,-0.740740740740741,0.0641500299099585,0.0370370370370371,0.00411522633744856,3,0.740740740740741,0.577350269189626,0.333333333333333,0.333333333333333,3,0.101666335817738,0.0586970863518938,0.010336043838605,3,-0.59451542742345,0.101666335817738,0.0586970863518938,0.010336043838605,3,0.59451542742345,"1"
26,"Congruent VE",9,1,0.461880215351701,0.266666666666667,0.213333333333333,3,1.73333333333333,0.0513200239279667,0.0296296296296296,0.00263374485596708,3,-0.807407407407407,0.0513200239279667,0.0296296296296296,0.00263374485596708,3,0.807407407407407,0.4618802153517,0.266666666666667,0.213333333333333,3,0.128084435310385,0.0739495832054521,0.0164056225687803,3,-0.727162096980796,0.128084435310385,0.0739495832054521,0.0164056225687803,3,0.727162096980796,"1"
28,"Congruent VE",9,1,0.577350269189626,0.333333333333333,0.333333333333333,3,6.66666666666667,0.0641500299099584,0.037037037037037,0.00411522633744856,3,-0.259259259259259,0.0641500299099584,0.037037037037037,0.00411522633744856,3,0.259259259259259,0.577350269189626,0.333333333333333,0.333333333333333,3,0.0386517470146158,0.0223155965435377,0.00149395754728186,3,-0.131460065968606,0.0386517470146158,0.0223155965435377,0.00149395754728186,3,0.131460065968606,"1"
30,"Congruent VE",9,1,1,0.577350269189626,1,3,3,0.111111111111111,0.0641500299099584,0.0123456790123457,3,-0.666666666666667,0.111111111111111,0.0641500299099584,0.0123456790123457,3,0.666666666666667,1,0.577350269189626,1,3,0.151237604291255,0.0873170715491503,0.0228728129517583,3,-0.494172095535456,0.151237604291255,0.0873170715491503,0.0228728129517583,3,0.494172095535456,"1"
32,"Congruent VE",9,1,0,0,0,3,4,0,0,0,3,-0.555555555555556,0,0,0,3,0.555555555555556,0,0,0,3,0,0,0,3,-0.352182518111363,0,0,0,3,0.352182518111363,"1"
34,"Congruent VE",9,1,1.15470053837925,0.666666666666667,1.33333333333333,3,6.33333333333333,0.128300059819917,0.0740740740740741,0.0164609053497942,3,-0.296296296296296,0.128300059819917,0.0740740740740741,0.0164609053497942,3,0.296296296296296,1.15470053837925,0.666666666666667,1.33333333333333,3,0.0843670607349819,0.0487093452260793,0.00711780093706013,3,-0.157853814651147,0.0843670607349819,0.0487093452260793,0.00711780093706013,3,0.157853814651147,"1"
36,"Congruent VE",9,1,0.577350269189626,0.333333333333333,0.333333333333333,3,2.33333333333333,0.0641500299099585,0.0370370370370371,0.00411522633744856,3,-0.740740740740741,0.0641500299099585,0.0370370370370371,0.00411522633744856,3,0.740740740740741,0.577350269189626,0.333333333333333,0.333333333333333,3,0.101666335817738,0.0586970863518938,0.010336043838605,3,-0.59451542742345,0.101666335817738,0.0586970863518938,0.010336043838605,3,0.59451542742345,"1"
38,"Congruent VE",9,1,1.04083299973307,0.600925212577332,1.08333333333333,3,9.16666666666667,0.115648111081452,0.0667694680641479,0.0133744855967078,3,0.0185185185185185,0.0320750149549792,0.0185185185185185,0.00102880658436214,3,0.0925925925925926,0.288675134594813,0.166666666666667,0.0833333333333333,3,0.0507575369816095,0.0293048776397346,0.00257632756043945,3,0.00602868798760558,0.0146688557855654,0.00846906783649998,0.000215175330057716,3,0.0401303696191931,"1"
40,"Congruent VE",9,1,0.577350269189626,0.333333333333333,0.333333333333333,3,4.33333333333333,0.0641500299099585,0.0370370370370371,0.00411522633744856,3,-0.518518518518518,0.0641500299099585,0.0370370370370371,0.00411522633744856,3,0.518518518518518,0.577350269189626,0.333333333333333,0.333333333333333,3,0.0559510220973716,0.0323033376693522,0.00313051687374056,3,-0.31987918044201,0.0559510220973716,0.0323033376693522,0.00313051687374056,3,0.31987918044201,"1"
42,"Congruent VE",9,1,0.577350269189626,0.333333333333333,0.333333333333333,3,2.33333333333333,0.0641500299099585,0.0370370370370371,0.00411522633744856,3,-0.740740740740741,0.0641500299099585,0.0370370370370371,0.00411522633744856,3,0.740740740740741,0.577350269189626,0.333333333333333,0.333333333333333,3,0.101666335817738,0.0586970863518938,0.010336043838605,3,-0.59451542742345,0.101666335817738,0.0586970863518938,0.010336043838605,3,0.59451542742345,"1"
44,"Congruent VE",9,1,0.661437827766148,0.381881307912987,0.4375,3,3.75,0.0734930919740164,0.0424312564347763,0.00540123456790123,3,-0.583333333333333,0.0734930919740164,0.0424312564347763,0.00540123456790123,3,0.583333333333333,0.661437827766148,0.381881307912987,0.4375,3,0.0808133760787388,0.0466576244331823,0.00653080175324368,3,-0.385052450740013,0.0808133760787388,0.0466576244331823,0.00653080175324368,3,0.385052450740013,"1"
46,"Congruent VE",9,1,1.20069424362186,0.490181372328425,1.44166666666667,6,3.08333333333333,0.13341047151354,0.0544645969253805,0.017798353909465,6,-0.657407407407407,0.13341047151354,0.0544645969253805,0.017798353909465,6,0.657407407407407,1.20069424362186,0.490181372328425,1.44166666666667,6,0.162431707026286,0.0663124667106083,0.0263840594474732,6,-0.491217301042051,0.162431707026286,0.0663124667106083,0.0263840594474732,6,0.491217301042051,"1"
48,"Congruent VE",9,1,0.175594229214212,0.10137937550497,0.0308333333333333,3,1.31666666666667,0.0195104699126902,0.0112643750561078,0.000380658436213991,3,-0.853703703703704,0.0195104699126902,0.0112643750561078,0.000380658436213991,3,0.853703703703704,0.175594229214212,0.10137937550497,0.0308333333333333,3,0.0577539146381369,0.033344238163083,0.00333551465602921,3,-0.837331692200615,0.0577539146381369,0.033344238163083,0.00333551465602921,3,0.837331692200615,"1"
50,"Congruent VE",9,1,0.577350269189626,0.333333333333333,0.333333333333333,3,4.66666666666667,0.0641500299099585,0.0370370370370371,0.00411522633744856,3,-0.481481481481481,0.0641500299099585,0.0370370370370371,0.00411522633744856,3,0.481481481481481,0.577350269189626,0.333333333333333,0.333333333333333,3,0.0559510220973716,0.0323033376693522,0.00313051687374056,3,-0.287575842772658,0.0559510220973716,0.0323033376693522,0.00313051687374056,3,0.287575842772658,"1"
1,"Small VE",2,2,0.251661147842358,0.145296631451356,0.0633333333333333,3,1.23333333333333,0.125830573921179,0.0726483157256779,0.0158333333333333,3,-0.383333333333333,0.125830573921179,0.0726483157256779,0.0158333333333333,3,0.383333333333333,0.251661147842358,0.145296631451356,0.0633333333333333,3,0.088194247604073,0.0509189725951881,0.00777822531044854,3,-0.215939160629546,0.088194247604073,0.0509189725951881,0.00777822531044854,3,0.215939160629546,"1"
3,"Small VE",2,2,0.0577350269189626,0.0333333333333333,0.00333333333333333,3,0.133333333333333,0.0288675134594812,0.0166666666666666,0.000833333333333331,3,-0.933333333333333,0.0288675134594812,0.0166666666666666,0.000833333333333331,3,0.933333333333333,0.0577350269189625,0.0333333333333333,0.00333333333333332,3,0.173799749030751,0.100343331887994,0.0302063527631522,3,-1.20068666377599,0.173799749030751,0.100343331887994,0.0302063527631522,3,1.20068666377599,"1"
7,"Small VE",2,2,0.115470053837925,0.0666666666666667,0.0133333333333333,3,0.266666666666667,0.0577350269189626,0.0333333333333333,0.00333333333333333,3,-0.866666666666667,0.0577350269189626,0.0333333333333333,0.00333333333333333,3,0.866666666666667,0.115470053837925,0.0666666666666667,0.0133333333333333,3,0.173799749030751,0.100343331887994,0.0302063527631522,3,-0.899656668112006,0.173799749030751,0.100343331887994,0.0302063527631522,3,0.899656668112006,"1"
9,"Small VE",2,2,0.404145188432738,0.233333333333333,0.163333333333333,3,0.766666666666667,0.202072594216369,0.116666666666667,0.0408333333333333,3,-0.616666666666667,0.202072594216369,0.116666666666667,0.0408333333333333,3,0.616666666666667,0.404145188432738,0.233333333333333,0.163333333333333,3,0.301884184341137,0.174292915093446,0.0911340607553134,3,-0.475322910757427,0.301884184341137,0.174292915093446,0.0911340607553134,3,0.475322910757427,"1"
11,"Small VE",2,2,0.288675134594813,0.166666666666667,0.0833333333333333,3,0.666666666666667,0.144337567297406,0.0833333333333333,0.0208333333333333,3,-0.666666666666667,0.144337567297406,0.0833333333333333,0.0208333333333333,3,0.666666666666667,0.288675134594813,0.166666666666667,0.0833333333333333,3,0.173799749030751,0.100343331887994,0.0302063527631522,3,-0.501716659439969,0.173799749030751,0.100343331887994,0.0302063527631522,3,0.501716659439969,"1"
12,"Small VE",2,2,0.419324854180304,0.242097317438899,0.175833333333333,3,0.516666666666667,0.209662427090152,0.12104865871945,0.0439583333333333,3,-0.741666666666667,0.209662427090152,0.12104865871945,0.0439583333333333,3,0.741666666666667,0.419324854180304,0.242097317438899,0.175833333333333,3,0.327146268293308,0.188877986063523,0.107024680858237,3,-0.676009574533414,0.327146268293308,0.188877986063523,0.107024680858237,3,0.676009574533414,"1"
14,"Small VE",2,2,0,0,0,3,0.5,0,0,0,3,-0.75,0,0,0,3,0.75,0,0,0,3,0,0,0,3,-0.602059991327962,0,0,0,3,0.602059991327962,"1"
16,"Small VE",2,2,0,0,0,3,1,0,0,0,3,-0.5,0,0,0,3,0.5,0,0,0,3,0,0,0,3,-0.301029995663981,0,0,0,3,0.301029995663981,"1"
18,"Small VE",2,2,0.577350269189626,0.333333333333333,0.333333333333333,3,1.33333333333333,0.288675134594813,0.166666666666667,0.0833333333333333,3,-0.333333333333333,0.288675134594813,0.166666666666667,0.0833333333333333,3,0.333333333333333,0.577350269189626,0.333333333333333,0.333333333333333,3,0.173799749030751,0.100343331887994,0.0302063527631522,3,-0.200686663775987,0.173799749030751,0.100343331887994,0.0302063527631522,3,0.200686663775987,"1"
20,"Small VE",2,2,0.173205080756888,0.1,0.03,3,0.2,0.0866025403784438,0.05,0.00749999999999999,3,-0.9,0.0866025403784438,0.05,0.00749999999999999,3,0.9,0.173205080756888,0.0999999999999999,0.03,3,0.347599498061503,0.200686663775988,0.120825411052609,3,-1.10034333188799,0.347599498061503,0.200686663775988,0.120825411052609,3,1.10034333188799,"1"
22,"Small VE",2,2,0.763762615825973,0.440958551844098,0.583333333333333,3,1.16666666666667,0.381881307912987,0.220479275922049,0.145833333333333,3,-0.416666666666667,0.381881307912987,0.220479275922049,0.145833333333333,3,0.416666666666667,0.763762615825973,0.440958551844098,0.583333333333333,3,0.301029995663981,0.173799749030751,0.0906190582894565,3,-0.301029995663981,0.301029995663981,0.173799749030751,0.0906190582894565,3,0.301029995663981,"1"
24,"Small VE",2,2,0.23094010767585,0.133333333333333,0.0533333333333333,3,0.633333333333333,0.115470053837925,0.0666666666666667,0.0133333333333333,3,-0.683333333333333,0.115470053837925,0.0666666666666667,0.0133333333333333,3,0.683333333333333,0.23094010767585,0.133333333333333,0.0533333333333333,3,0.147381649538104,0.0850908350344354,0.0217213506205725,3,-0.516969156293527,0.147381649538104,0.0850908350344354,0.0217213506205725,3,0.516969156293527,"1"
26,"Small VE",2,2,0.115470053837925,0.0666666666666667,0.0133333333333333,3,0.466666666666667,0.0577350269189626,0.0333333333333334,0.00333333333333334,3,-0.766666666666667,0.0577350269189626,0.0333333333333334,0.00333333333333334,3,0.766666666666667,0.115470053837925,0.0666666666666667,0.0133333333333334,3,0.101666335817738,0.0586970863518937,0.010336043838605,3,-0.640272917984125,0.101666335817738,0.0586970863518937,0.010336043838605,3,0.640272917984125,"1"
28,"Small VE",2,2,0,0,0,3,1,0,0,0,3,-0.5,0,0,0,3,0.5,0,0,0,3,0,0,0,3,-0.301029995663981,0,0,0,3,0.301029995663981,"1"
30,"Small VE",2,2,0.115470053837925,0.0666666666666667,0.0133333333333333,3,0.366666666666667,0.0577350269189626,0.0333333333333333,0.00333333333333333,3,-0.816666666666667,0.0577350269189626,0.0333333333333333,0.00333333333333333,3,0.816666666666667,0.115470053837925,0.0666666666666667,0.0133333333333333,3,0.128084435310385,0.0739495832054521,0.0164056225687803,3,-0.749959157738867,0.128084435310385,0.0739495832054521,0.0164056225687803,3,0.749959157738867,"1"
32,"Small VE",2,2,0.360555127546399,0.208166599946613,0.13,3,0.6,0.180277563773199,0.104083299973307,0.0325,3,-0.7,0.180277563773199,0.104083299973307,0.0325,3,0.7,0.360555127546399,0.208166599946613,0.13,3,0.26243669340171,0.151517895580712,0.0688730180436229,3,-0.575666242645421,0.26243669340171,0.151517895580712,0.0688730180436229,3,0.575666242645421,"1"
34,"Small VE",2,2,0,0,0,3,1,0,0,0,3,-0.5,0,0,0,3,0.5,0,0,0,3,0,0,0,3,-0.301029995663981,0,0,0,3,0.301029995663981,"1"
36,"Small VE",2,2,0,0,0,3,1,0,0,0,3,-0.5,0,0,0,3,0.5,0,0,0,3,0,0,0,3,-0.301029995663981,0,0,0,3,0.301029995663981,"1"
38,"Small VE",2,2,0.288675134594813,0.166666666666667,0.0833333333333333,3,1.16666666666667,0.144337567297406,0.0833333333333333,0.0208333333333333,3,-0.416666666666667,0.144337567297406,0.0833333333333333,0.0208333333333333,3,0.416666666666667,0.288675134594813,0.166666666666667,0.0833333333333333,3,0.101666335817738,0.0586970863518938,0.010336043838605,3,-0.242332909312087,0.101666335817738,0.0586970863518938,0.010336043838605,3,0.242332909312087,"1"
40,"Small VE",2,2,0,0,0,3,1.5,0,0,0,3,-0.25,0,0,0,3,0.25,0,0,0,3,0,0,0,3,-0.1249387366083,0,0,0,3,0.1249387366083,"1"
42,"Small VE",2,2,0.288675134594813,0.166666666666667,0.0833333333333333,3,0.666666666666667,0.144337567297406,0.0833333333333333,0.0208333333333333,3,-0.666666666666667,0.144337567297406,0.0833333333333333,0.0208333333333333,3,0.666666666666667,0.288675134594813,0.166666666666667,0.0833333333333333,3,0.173799749030751,0.100343331887994,0.0302063527631522,3,-0.501716659439969,0.173799749030751,0.100343331887994,0.0302063527631522,3,0.501716659439969,"1"
44,"Small VE",2,2,0.288675134594813,0.166666666666667,0.0833333333333333,3,0.666666666666667,0.144337567297406,0.0833333333333333,0.0208333333333333,3,-0.666666666666667,0.144337567297406,0.0833333333333333,0.0208333333333333,3,0.666666666666667,0.288675134594813,0.166666666666667,0.0833333333333333,3,0.173799749030751,0.100343331887994,0.0302063527631522,3,-0.501716659439969,0.173799749030751,0.100343331887994,0.0302063527631522,3,0.501716659439969,"1"
48,"Small VE",2,2,0.0288675134594813,0.0166666666666667,0.000833333333333333,3,0.266666666666667,0.0144337567297407,0.00833333333333334,0.000208333333333334,3,-0.866666666666667,0.0144337567297407,0.00833333333333334,0.000208333333333334,3,0.866666666666667,0.0288675134594813,0.0166666666666667,0.000833333333333335,3,0.0457153137203662,0.0263937486825416,0.0020898899085515,3,-0.876696238309402,0.0457153137203662,0.0263937486825416,0.0020898899085515,3,0.876696238309402,"1"
50,"Small VE",2,2,0.288675134594813,0.166666666666667,0.0833333333333333,3,1.16666666666667,0.144337567297406,0.0833333333333333,0.0208333333333333,3,-0.416666666666667,0.144337567297406,0.0833333333333333,0.0208333333333333,3,0.416666666666667,0.288675134594813,0.166666666666667,0.0833333333333333,3,0.101666335817738,0.0586970863518938,0.010336043838605,3,-0.242332909312087,0.101666335817738,0.0586970863518938,0.010336043838605,3,0.242332909312087,"1"
2,"Congruent VE",2,2,0.0404145188432738,0.0233333333333333,0.00163333333333333,3,0.0566666666666667,0.0202072594216369,0.0116666666666667,0.000408333333333334,3,-0.971666666666667,0.0202072594216369,0.0116666666666667,0.000408333333333334,3,0.971666666666667,0.0404145188432738,0.0233333333333334,0.00163333333333334,3,0.350602903523072,0.20242068072771,0.122922395958809,3,-1.63436332899731,0.350602903523072,0.20242068072771,0.122922395958809,3,1.63436332899731,"1"
4,"Congruent VE",2,2,0.577350269189626,0.333333333333333,0.333333333333333,3,1.66666666666667,0.288675134594813,0.166666666666667,0.0833333333333333,3,-0.166666666666667,0.288675134594813,0.166666666666667,0.0833333333333333,3,0.166666666666667,0.577350269189626,0.333333333333333,0.333333333333333,3,0.173799749030751,0.100343331887994,0.0302063527631522,3,-0.100343331887994,0.173799749030751,0.100343331887994,0.0302063527631522,3,0.100343331887994,"1"
6,"Congruent VE",2,2,0.288675134594813,0.166666666666667,0.0833333333333333,3,0.833333333333333,0.144337567297406,0.0833333333333333,0.0208333333333333,3,-0.583333333333333,0.144337567297406,0.0833333333333333,0.0208333333333333,3,0.583333333333333,0.288675134594813,0.166666666666667,0.0833333333333333,3,0.173799749030751,0.100343331887994,0.0302063527631522,3,-0.401373327551975,0.173799749030751,0.100343331887994,0.0302063527631522,3,0.401373327551975,"1"
8,"Congruent VE",2,2,0.556776436283002,0.321455025366432,0.31,3,1.3,0.278388218141501,0.160727512683216,0.0775,3,-0.35,0.278388218141501,0.160727512683216,0.0775,3,0.35,0.556776436283002,0.321455025366432,0.31,3,0.187954075601984,0.108515336144092,0.0353267345353961,3,-0.214021717666515,0.187954075601984,0.108515336144092,0.0353267345353961,3,0.214021717666515,"1"
10,"Congruent VE",2,2,0,0,0,3,1,0,0,0,3,-0.5,0,0,0,3,0.5,0,0,0,3,0,0,0,3,-0.301029995663981,0,0,0,3,0.301029995663981,"1"
13,"Congruent VE",2,2,0,0,0,3,1,0,0,0,3,-0.5,0,0,0,3,0.5,0,0,0,3,0,0,0,3,-0.301029995663981,0,0,0,3,0.301029995663981,"1"
15,"Congruent VE",2,2,1.17189305541646,0.676592771006148,1.37333333333333,3,1.63333333333333,0.585946527708232,0.338296385503074,0.343333333333333,3,-0.183333333333333,0.416333199893227,0.240370085030933,0.173333333333333,3,0.383333333333333,0.832666399786453,0.480740170061865,0.693333333333333,3,0.511180252191866,0.295130056207395,0.26130525023094,3,-0.235269809622108,0.443211627273653,0.255888352314416,0.19643654655056,3,0.314002684340771,"1"
17,"Congruent VE",2,2,0,0,0,3,0.25,0,0,0,3,-0.875,0,0,0,3,0.875,0,0,0,3,0,0,0,3,-0.903089986991944,0,0,0,3,0.903089986991944,"1"
21,"Congruent VE",2,2,0.173205080756888,0.1,0.03,3,0.6,0.0866025403784439,0.05,0.0075,3,-0.7,0.0866025403784439,0.05,0.0075,3,0.7,0.173205080756888,0.1,0.03,3,0.11784872693338,0.0680399942186416,0.0138883224398183,3,-0.534019997109321,0.11784872693338,0.0680399942186416,0.0138883224398183,3,0.534019997109321,"1"
23,"Congruent VE",2,2,0.288675134594813,0.166666666666667,0.0833333333333333,3,0.833333333333333,0.144337567297406,0.0833333333333333,0.0208333333333333,3,-0.583333333333333,0.144337567297406,0.0833333333333333,0.0208333333333333,3,0.583333333333333,0.288675134594813,0.166666666666667,0.0833333333333333,3,0.173799749030751,0.100343331887994,0.0302063527631522,3,-0.401373327551975,0.173799749030751,0.100343331887994,0.0302063527631522,3,0.401373327551975,"1"
25,"Congruent VE",2,2,0.0577350269189626,0.0333333333333333,0.00333333333333333,3,0.233333333333333,0.0288675134594813,0.0166666666666667,0.000833333333333335,3,-0.883333333333333,0.0288675134594813,0.0166666666666667,0.000833333333333335,3,0.883333333333333,0.0577350269189626,0.0333333333333334,0.00333333333333334,3,0.101666335817738,0.0586970863518938,0.010336043838605,3,-0.941302913648106,0.101666335817738,0.0586970863518938,0.010336043838605,3,0.941302913648106,"1"
27,"Congruent VE",2,2,0.288675134594813,0.166666666666667,0.0833333333333333,3,0.666666666666667,0.144337567297406,0.0833333333333333,0.0208333333333333,3,-0.666666666666667,0.144337567297406,0.0833333333333333,0.0208333333333333,3,0.666666666666667,0.288675134594813,0.166666666666667,0.0833333333333333,3,0.173799749030751,0.100343331887994,0.0302063527631522,3,-0.501716659439969,0.173799749030751,0.100343331887994,0.0302063527631522,3,0.501716659439969,"1"
29,"Congruent VE",2,2,0.288675134594813,0.166666666666667,0.0833333333333333,3,0.666666666666667,0.144337567297406,0.0833333333333333,0.0208333333333333,3,-0.666666666666667,0.144337567297406,0.0833333333333333,0.0208333333333333,3,0.666666666666667,0.288675134594813,0.166666666666667,0.0833333333333333,3,0.173799749030751,0.100343331887994,0.0302063527631522,3,-0.501716659439969,0.173799749030751,0.100343331887994,0.0302063527631522,3,0.501716659439969,"1"
31,"Congruent VE",2,2,0,0,0,3,0.2,0,0,0,3,-0.9,0,0,0,3,0.9,0,0,0,3,0,0,0,3,-1,0,0,0,3,1,"1"
33,"Congruent VE",2,2,1.15470053837925,0.666666666666667,1.33333333333333,3,1.66666666666667,0.577350269189626,0.333333333333333,0.333333333333333,3,-0.166666666666667,0,0,0,3,0.5,0,0,0,3,0.275466084848489,0.159040418239887,0.075881563901755,3,-0.141989577424094,0.0721334132130137,0.0416462455361,0.00520322930175938,3,0.259383750127881,"1"
35,"Congruent VE",2,2,0.304138126514911,0.175594229214212,0.0925,3,0.65,0.152069063257456,0.0877971146071062,0.023125,3,-0.675,0.152069063257456,0.0877971146071062,0.023125,3,0.675,0.304138126514911,0.175594229214212,0.0925,3,0.188403099246396,0.108774580066066,0.0354957278056472,3,-0.516969156293527,0.188403099246396,0.108774580066066,0.0354957278056472,3,0.516969156293527,"1"
37,"Congruent VE",2,2,0.577350269189626,0.333333333333333,0.333333333333333,3,2.33333333333333,0.288675134594813,0.166666666666667,0.0833333333333333,3,0.166666666666667,0.288675134594813,0.166666666666667,0.0833333333333333,3,0.166666666666667,0.577350269189626,0.333333333333333,0.333333333333333,3,0.101666335817738,0.0586970863518938,0.010336043838605,3,0.0586970863518937,0.101666335817738,0.0586970863518938,0.010336043838605,3,0.0586970863518937,"1"
39,"Congruent VE",2,2,0.288675134594813,0.166666666666667,0.0833333333333333,3,0.833333333333333,0.144337567297406,0.0833333333333333,0.0208333333333333,3,-0.583333333333333,0.144337567297406,0.0833333333333333,0.0208333333333333,3,0.583333333333333,0.288675134594813,0.166666666666667,0.0833333333333333,3,0.173799749030751,0.100343331887994,0.0302063527631522,3,-0.401373327551975,0.173799749030751,0.100343331887994,0.0302063527631522,3,0.401373327551975,"1"
41,"Congruent VE",2,2,0.115470053837925,0.0666666666666667,0.0133333333333333,3,0.433333333333333,0.0577350269189626,0.0333333333333333,0.00333333333333333,3,-0.783333333333333,0.0577350269189626,0.0333333333333333,0.00333333333333333,3,0.783333333333333,0.115470053837925,0.0666666666666667,0.0133333333333333,3,0.128084435310385,0.0739495832054521,0.0164056225687803,3,-0.676009574533414,0.128084435310385,0.0739495832054521,0.0164056225687803,3,0.676009574533414,"1"
43,"Congruent VE",2,2,0.05,0.0288675134594813,0.0025,3,0.15,0.025,0.0144337567297406,0.000624999999999998,3,-0.925,0.025,0.0144337567297406,0.000624999999999998,3,0.925,0.0499999999999999,0.0288675134594813,0.00249999999999999,3,0.151237604291255,0.0873170715491503,0.0228728129517583,3,-1.14198957742409,0.151237604291255,0.0873170715491503,0.0228728129517583,3,1.14198957742409,"1"
45,"Congruent VE",2,2,0.5,0.288675134594813,0.25,3,2.5,0.25,0.144337567297406,0.0625,3,0.25,0.25,0.144337567297406,0.0625,3,0.25,0.5,0.288675134594813,0.25,3,0.088194247604073,0.0509189725951881,0.00777822531044853,3,0.0910004240212459,0.088194247604073,0.0509189725951881,0.00777822531044853,3,0.0910004240212459,"1"
47,"Congruent VE",2,2,0.577350269189626,0.333333333333333,0.333333333333333,3,1.33333333333333,0.288675134594813,0.166666666666667,0.0833333333333333,3,-0.333333333333333,0.288675134594813,0.166666666666667,0.0833333333333333,3,0.333333333333333,0.577350269189626,0.333333333333333,0.333333333333333,3,0.173799749030751,0.100343331887994,0.0302063527631522,3,-0.200686663775987,0.173799749030751,0.100343331887994,0.0302063527631522,3,0.200686663775987,"1"
49,"Congruent VE",2,2,0.288675134594813,0.166666666666667,0.0833333333333333,3,0.666666666666667,0.144337567297406,0.0833333333333333,0.0208333333333333,3,-0.666666666666667,0.144337567297406,0.0833333333333333,0.0208333333333333,3,0.666666666666667,0.288675134594813,0.166666666666667,0.0833333333333333,3,0.173799749030751,0.100343331887994,0.0302063527631522,3,-0.501716659439969,0.173799749030751,0.100343331887994,0.0302063527631522,3,0.501716659439969,"1"
1,"Small VE",2.7,2,0.264575131106459,0.152752523165195,0.07,3,1.7,0.0979907892986885,0.0565750085797017,0.00960219478737997,3,-0.37037037037037,0.0979907892986885,0.0565750085797017,0.00960219478737997,3,0.37037037037037,0.264575131106459,0.152752523165195,0.07,3,0.0655576691078914,0.0378497379068855,0.00429780797885978,3,-0.204283351700458,0.0655576691078914,0.0378497379068855,0.00429780797885978,3,0.204283351700458,"1"
3,"Small VE",2.7,2,0.115470053837925,0.0666666666666667,0.0133333333333333,3,0.366666666666667,0.0427666866066389,0.0246913580246914,0.00182898948331047,3,-0.864197530864198,0.0427666866066389,0.0246913580246914,0.00182898948331047,3,0.864197530864198,0.115470053837925,0.0666666666666667,0.0133333333333334,3,0.128084435310385,0.0739495832054521,0.0164056225687803,3,-0.880292926233873,0.128084435310385,0.0739495832054521,0.0164056225687803,3,0.880292926233873,"1"
7,"Small VE",2.7,2,0.115470053837925,0.0666666666666667,0.0133333333333333,3,0.533333333333333,0.0427666866066389,0.0246913580246914,0.00182898948331047,3,-0.802469135802469,0.0427666866066389,0.0246913580246914,0.00182898948331047,3,0.802469135802469,0.115470053837925,0.0666666666666667,0.0133333333333334,3,0.101666335817738,0.0586970863518938,0.010336043838605,3,-0.711909600127237,0.101666335817738,0.0586970863518938,0.010336043838605,3,0.711909600127237,"1"
9,"Small VE",2.7,2,0.577350269189626,0.333333333333333,0.333333333333333,3,1.66666666666667,0.213833433033195,0.123456790123457,0.0457247370827618,3,-0.382716049382716,0.213833433033195,0.123456790123457,0.0457247370827618,3,0.382716049382716,0.577350269189626,0.333333333333333,0.333333333333333,3,0.173799749030751,0.100343331887994,0.0302063527631522,3,-0.230677100383,0.173799749030751,0.100343331887994,0.0302063527631522,3,0.230677100383,"1"
