"","Df","Sum Sq","Mean Sq","F value","Pr(>F)"
"room_condition",1,0.173160173160172,0.173160173160172,0.0505100854019205,0.824577405990701
"Residuals",19,65.1363636363636,3.42822966507177,NA,NA
