"","Df","Sum Sq","Mean Sq","F value","Pr(>F)"
"room_condition",1,0.764828431372551,0.764828431372551,0.277433675525736,0.60226144842325
"Residuals",30,82.7039215686274,2.75679738562091,NA,NA
